index	id	title	chapter	family	subfamily	description_blocks	description_chars	description
153	bestiaire-v15-momie	Momie	2.1 Revenants	Revenants supérieurs et hybrides		1	370	Une Momie est un mort préparé pour durer. L'embaumement et les rites funéraires rattachent l'âme à un réseau d'objets, d'organes conservés ou de phylactères, puis lui permettent de reprendre possession de son propre corps. Les traditions varient énormément selon l'époque et la culture : toutes les Momies ne sont ni égyptiennes ni identiques dans leurs rites d'ancrage.
154	bestiaire-v15-draugar	Draugar	2.1 Revenants	Revenants supérieurs et hybrides		1	317	Le Draugar est un mort condamné à garder une sépulture. Ce n'est pas un honneur : le lieu canalise l'énergie sur le corps du gardien, qui grandit, noircit et demeure prisonnier de son devoir. Contrairement au Zombie, il conserve une intelligence humaine et souvent l'expérience martiale qu'il possédait de son vivant.
155	bestiaire-v15-jiangshi	Jiangshi	2.1 Revenants	Revenants supérieurs et hybrides		1	358	Le Jiangshi apparaît lorsqu'un départ de l'âme se produit de manière anormale et qu'un écho assez puissant reste imprimé dans le corps. La dépouille se régénère et redevient mobile, mais dépend de l'énergie vitale qu'elle arrache aux vivants. Beaucoup de traditions cherchent à les contenir avec des talismans et rites plutôt qu'à les détruire immédiatement.
156	bestiaire-v15-liche-faucheuse	Liche / Faucheuse	2.1 Revenants	Revenants supérieurs et hybrides		1	368	La Liche est un sorcier qui a organisé sa propre survie au-delà de la mort. Son âme n'est plus maintenue par son corps mais par un phylactère volontairement créé, ce qui lui permet de reconstruire une enveloppe et de poursuivre ses projets sur des siècles. Les Exilés parlent parfois de Faucheuses ; une Liche n'est jamais un adversaire anonyme ou rencontré au hasard.
157	bestiaire-v15-doppelganger	Doppelgänger	2.2 Ombres et entités de l’Ombremonde	Deimons		1	388	Le Doppelgänger infecte l'ombre d'une personne vivante puis apprend à l'imiter avec une précision terrifiante. Il copie visage, voix, attitudes et suffisamment d'informations pour passer auprès de proches inattentifs. Son objectif classique n'est pas seulement de voler une identité : il cherche à isoler l'original, à le détruire psychologiquement puis à prendre définitivement sa place.
158	bestiaire-v15-barghest	Barghest	2.2 Ombres et entités de l’Ombremonde	Deimons		1	329	Le Barghest est le grand chien noir des légendes : un corps de ténèbres, des yeux sanglants et une présence qui annonce la mort. Il choisit une proie, laisse sa peur grandir puis revient la traquer. Certains collectent les âmes qu'ils arrachent aux victimes et les négocient ensuite avec des puissances capables d'en faire usage.
159	bestiaire-v15-cat-sidhe	Cat Sidhe	2.2 Ombres et entités de l’Ombremonde	Deimons		1	367	Le Cat Sidhe ressemble d'abord à un petit chat noir marqué de blanc, entouré d'une brume trop sombre pour être naturelle. Là où le Barghest terrifie, le Cat Sidhe observe, chuchote et provoque la discorde. Il s'intéresse aux foyers, aux relations et aux failles intimes, puis pousse les mortels à faire eux-mêmes ce qu'il ne peut ou ne veut pas accomplir directement.
160	bestiaire-v15-afanc	Afanc	2.2 Ombres et entités de l’Ombremonde	Deimons		1	387	L'Afanc est un esprit des eaux profondes qui se gorge de vase, de boue et d'eau lorsqu'il veut prendre corps. Les traditions lui donnent des silhouettes de serpent, de dragon, de morse ou de bête préhistorique ; aucune n'est vraiment correcte. Il défend généralement un point d'eau unique et nourrit chez les témoins une obsession qui les pousse à revenir encore et encore sur les lieux.
161	bestiaire-v15-helhest	Helhest	2.2 Ombres et entités de l’Ombremonde	Deimons		1	367	Le Helhest prend la forme d'un immense cheval noir dont le corps semble fait de fumée dense. Il ne chasse pas prioritairement les vivants : son véritable gibier est le Spectre dont il dévore l'ectoplasme. Son passage peut pourtant rendre une hantise catastrophique, car les morts qu'il poursuit paniquent, se dispersent et deviennent plus violents autour des vivants.
162	bestiaire-v15-dullahan	Dullahan	2.2 Ombres et entités de l’Ombremonde	Deimons		1	399	Le Dullahan est un colosse sans tête dont le corps tient par une armure de ténèbres. Il porte sa tête comme une lanterne et utilise les os de son propre corps comme armes. Les anciens récits le placent à la tête de chasses fantastiques accompagnées de Helhests et de Barghests ; en 2035, certains troquent le destrier pour une moto ou un véhicule noir afin de poursuivre le même rituel de prédation.
163	bestiaire-v15-insomnium	Insomnium	2.2 Ombres et entités de l’Ombremonde	Projections et rêves		1	327	L'Insomnium est un rêve devenu assez cohérent pour marcher hors du sommeil de son créateur. Il n'a presque pas de volonté propre : il accomplit la séquence, le désir ou le geste qui l'a produit avec l'obstination d'un automate psychique. On le confond facilement avec un petit Spectre, mais aucun mort ne se cache derrière lui.
164	bestiaire-v15-somnium	Somnium	2.2 Ombres et entités de l’Ombremonde	Projections et rêves		1	417	Le Somnium naît lui aussi d'un esprit vivant, mais d'une masse d'incompréhensions, de traumatismes et surtout de créativité assez forte pour produire une véritable personnalité. Il construit sans cesse : machines, peintures, vêtements, architectures ou assemblages absurdes. Il n'est ni naturellement bienveillant ni malveillant ; son danger vient du fait que rien n'est plus important pour lui que continuer à créer.
165	bestiaire-v15-fantasme	Fantasme	2.2 Ombres et entités de l’Ombremonde	Projections et rêves		1	380	Un Fantasme est une image rêvée par assez de personnes pour devenir consciente dans le Monde onirique. Il peut naître d'une croyance populaire, d'un croque-mitaine, d'une fée, d'une célébrité idéalisée ou de n'importe quel motif partagé par une foule. Sa personnalité n'est pas celle d'un individu réel : elle reflète ce que les rêveurs projettent collectivement sur cette figure.
166	bestiaire-v15-cauchemar	Cauchemar	2.2 Ombres et entités de l’Ombremonde	Projections et rêves		1	316	Le Cauchemar est une créature du Monde onirique qui se nourrit des rêves des dormeurs et les transforme en scènes de peur afin d'en tirer davantage d'énergie. Les plus dangereuses ne se contentent pas d'effrayer : elles cherchent à piéger l'âme d'un rêveur, à l'épuiser ou à préparer une possession du corps endormi.
167	bestiaire-v15-croque-mitaine	Croque-mitaine	2.2 Ombres et entités de l’Ombremonde	Projections et rêves		1	384	Tradition : France, avec d’innombrables équivalents ailleurs. Classification TUC : Ombre / Projection. Le Croque-mitaine n’a justement pas de forme stable : c’est un rôle narratif destiné à matérialiser un danger interdit aux enfants - puits, rue sombre, forêt, cave, heure tardive. Dans TUC, cette indétermination correspond parfaitement à une Projection nourrie par la peur répétée.
168	bestiaire-v15-chien-noir-black-shuck	Chien noir / Black Shuck	2.2 Ombres et entités de l’Ombremonde	Projections et rêves		1	377	Traditions des îles Britanniques, notamment East Anglia pour Black Shuck. Classification TUC : Ombre / Projection. Black Shuck est un présage spectral nourri par la peur, le récit et l’obsession autour des chiens noirs. D’autres « chiens noirs » folkloriques peuvent être des Fées, des Deimons ou de véritables créatures ; leur Nature dépend alors de ce qu’ils sont réellement.
169	bestiaire-v15-kochtchei	Kochtcheï	2.2 Ombres et entités de l’Ombremonde	Voyageurs		1	422	Les Kochtcheï prennent souvent une apparence humaine banale, mais évitent presque toujours de marcher : ils se laissent porter par l'air et les vents. Lorsqu'ils se montrent menaçants, les récits les décrivent comme des cavaliers squelettiques d'une puissance ancienne. Ils savent énormément de choses, voyagent entre les plans et supportent très mal qu'on tente de leur prendre ce qu'ils considèrent comme leur propriété.
170	bestiaire-v15-gorgone	Gorgone	2.2 Ombres et entités de l’Ombremonde	Voyageurs		1	404	Les Gorgones sont des Voyageuses venues de profondeurs chtoniennes : grandes ailes membraneuses, serpents à la place des cheveux, mains métalliques et yeux dont la lumière perturbe l'âme. Elles évitent généralement les humains et cherchent surtout à rejoindre d'autres membres de leur espèce, mais leur apparence et leurs anciens liens avec des puissances divines suffisent à provoquer des affrontements.
171	bestiaire-v15-lutin-du-petit-peuple	Lutin du petit peuple	2.3 Fées et esprits naturels	Lutins		1	432	Les Lutins rassemblent de petits peuples féeriques présents dans de nombreux folklores. Les archives insistent sur un point : Whurtens et Ashylls n'expliquent pas toutes ces légendes. Farfadets, Boggarts, Chichigas ou Gnomes peuvent désigner de véritables communautés féeriques, extrêmement secrètes et beaucoup plus vulnérables qu'elles ne veulent le laisser croire lorsqu'un mortel parvient réellement à pénétrer dans leur refuge.
172	bestiaire-v15-elementaire-lie-a-un-sanctuaire	Élémentaire lié à un sanctuaire	2.3 Fées et esprits naturels	Élémentaires / Djinns		1	475	Les Élémentaires, aussi appelés Djinns ou Nymphes selon les traditions, sont des Fées liées à un environnement, un élément et surtout un sanctuaire. Une Hamadryade peut ainsi être en synergie avec un arbre précis ; d'autres lignées s'attachent à l'eau, aux profondeurs, aux flammes ou même à des environnements technologiques récents. Leur ancienne réputation de divinités mineures masque mal une colère devenue fréquente envers ceux qui exploitent ou profanent leur domaine.
173	bestiaire-v15-golem-feerique	Golem féerique	2.3 Fées et esprits naturels	Golems		1	488	Les Golems sont des Fées artificielles, historiquement façonnées par des Voyageurs ou des Mages comme gardiens et serviteurs. À l'inverse des Djinns souvent immatériels, ils sont extrêmement concrets et tirent l'essentiel de leur danger de leur puissance physique plutôt que d'un grand éventail de pouvoirs. Les archives leur attribuent une absence d'âme et une fragilité existentielle singulière : certains cessent littéralement de vivre lorsqu'ils comprennent pleinement ce qu'ils sont.
174	bestiaire-v15-zoanide-gardien	Zoanide gardien	2.3 Fées et esprits naturels	Zoanides		1	460	Les Zoanides sont des Fées animales, décrites aussi comme esprits totémiques. Leur fonction la plus constante est la protection des bêtes. Les anciens Khinae comptaient parmi leurs protégés et certaines lignées conservent encore des liens de bienveillance, parfois suffisamment profonds pour que les traditions parlent d'un sang partagé. Leur rapport aux mortels est contradictoire : fascination, attachement et hostilité peuvent coexister chez le même esprit.
175	bestiaire-v15-kappa	Kappa	2.3 Fées et esprits naturels	Esprits de lieu		1	368	Tradition : Japon. Classification TUC : Fée — Esprit de lieu. Les Kappa sont liés aux rivières, étangs et marais ; les récits leur prêtent aussi bien noyades et brutalité que sens des promesses, goût du sumo ou savoirs utiles. Leur coupelle crânienne remplie d’eau est le détail folklorique le plus exploitable en jeu : sa perte de liquide les prive de leur puissance.
176	bestiaire-v15-kelpie	Kelpie	2.3 Fées et esprits naturels	Esprits de lieu		1	369	Tradition : Écosse. Classification TUC : Fée — Esprit de lieu. Le Kelpie se manifeste souvent sous la forme d’un cheval apparemment docile près d’un loch, d’un bassin ou d’une rivière, puis entraîne son cavalier dans l’eau. Certaines traditions lui donnent aussi forme humaine ; sable, algues ou pieds anormaux peuvent alors trahir ce qui se cache derrière l’apparence.
177	bestiaire-v15-leshy	Leshy	2.3 Fées et esprits naturels	Esprits de lieu		1	352	Traditions slaves. Classification TUC : Fée — Esprit de lieu. Le Leshy est lié à la forêt qu’il habite, dont il protège les chemins, les bêtes et les frontières selon des règles qui ne sont pas nécessairement humaines. Il peut égarer, intimider ou négocier ; sa puissance vient d’abord de son territoire, pas d’un statut de monstre supérieur universel.
178	bestiaire-v15-domovoi	Domovoï	2.3 Fées et esprits naturels	Esprits de lieu		1	367	Traditions slaves orientales. Classification TUC : Fée — Esprit de lieu. Le Domovoï appartient à la maison et à la continuité du foyer : il peut protéger, prévenir d’un danger ou devenir pénible lorsque la famille l’offense. Les traditions d’offrandes et de transfert lors d’un déménagement en font une excellente entité de relation plutôt qu’un monstre à exterminer.
179	bestiaire-v15-curupira	Curupira	2.3 Fées et esprits naturels	Esprits de lieu		1	429	Tradition : Brésil, particulièrement Amazonie. Classification TUC : Fée — Esprit de lieu. Le Curupira est surtout un gardien de la forêt : pieds retournés, traces trompeuses, sifflements et désorientation punissent les chasseurs ou exploitants qui détruisent sans nécessité. Il ne doit donc pas être présenté comme un monstre hostile par défaut ; des personnes respectueuses du lieu peuvent n’avoir aucune raison de le combattre.
180	bestiaire-v15-patupaiarehe	Patupaiarehe	2.3 Fées et esprits naturels	Esprits de lieu		1	409	Traditions māories d’Aotearoa Nouvelle-Zélande. Classification TUC : Fée — Esprit de lieu. Les Patupaiarehe sont des êtres tapu associés aux hauteurs, à la forêt, à la brume et à la musique des flûtes. Ils peuvent enlever, tromper ou instruire des humains, mais ne forment pas un peuple de monstres hostiles par nature ; leur comportement dépend du lieu, de la relation établie et des règles qu’ils défendent.
181	bestiaire-v15-each-uisge	Each-Uisge	2.3 Fées et esprits naturels	Esprits de lieu		1	383	Traditions gaéliques d’Écosse et d’Irlande. Classification TUC : Fée — Esprit de lieu. Plus féroce que le Kelpie de nombreuses traditions, l’Each-Uisge hante surtout lochs et eaux profondes, prend l’apparence d’un beau cheval ou d’un humain et entraîne ceux qui le touchent ou le montent vers l’eau. Sable, vase ou plantes aquatiques dans les cheveux peuvent trahir sa forme humaine.
182	bestiaire-v15-saci	Saci	2.3 Fées et esprits naturels	Esprits de lieu		1	389	Traditions du Brésil. Classification TUC : Fée — Esprit de lieu. Le Saci est une figure composite et très populaire : un jeune unijambiste, pipe et bonnet rouge, associé aux tourbillons, disparitions soudaines et farces qui dérèglent le quotidien. Il est plus facilement agaçant que meurtrier, mais une Fée de Vérité peut devenir dangereuse lorsqu’on tente de la capturer ou de l’humilier.
183	bestiaire-v15-taniwha-territorial	Taniwha territorial	2.3 Fées et esprits naturels	Esprits majeurs		1	429	Traditions : Māori, Aotearoa / Nouvelle-Zélande. Classification TUC : Fée — Esprit majeur. « Taniwha » couvre des êtres très différents : certains sont dangereux, d’autres protègent un groupe, un passage, un port ou un cours d’eau et peuvent être reconnus comme kaitiaki. Un Taniwha territorial possède donc un domaine, une relation aux habitants et une forme propre qui doivent être compris avant de le traiter comme une menace.
184	bestiaire-v15-nuckelavee	Nuckelavee	2.3 Fées et esprits naturels	Esprits majeurs		1	358	Tradition : Orcades, Écosse. Classification TUC : Fée — Esprit majeur. Les récits orcadiens le décrivent comme un être marin d’une malignité exceptionnelle, souvent fusion de cheval et de cavalier sans peau, dont le souffle apporte maladie et flétrissement. Sa faiblesse la plus nette dans le récit classique est l’eau douce courante, qu’il ne peut franchir.
185	bestiaire-v15-dokkaebi	Dokkaebi	2.3 Fées et esprits naturels	Esprits majeurs		1	358	Tradition : Corée. Classification TUC : Fée — Esprit majeur. Les Dokkaebi apparaissent dans des récits de lutte, de paris, de richesses absurdes et de punitions de l’avidité. Ils peuvent être effrayants, ridicules, généreux ou dangereux selon le conte ; les réduire à des « gobelins coréens » ferait perdre leur logique de défi, d’échange et de retournement.
186	bestiaire-v15-boitata	Boitatá	2.3 Fées et esprits naturels	Esprits majeurs		1	331	Traditions du Brésil. Classification TUC : Fée — Esprit majeur. Les récits décrivent une présence lumineuse ou un serpent ardent associé à la protection des terres contre ceux qui les brûlent ou les détruisent. Il n’est donc pas hostile à tout humain : son agressivité dépend fortement de ce que les personnages font au territoire.
187	bestiaire-v15-aswang-metamorphe	Aswang métamorphe	2.4 Métamorphes			1	319	Traditions des Philippines. Classification TUC : Métamorphe. « Aswang » recouvre plusieurs catégories de figures et ne désigne pas une espèce unique. L’Aswang métamorphe vit parmi les humains et prend une forme animale ou monstrueuse pour chasser ; d’autres êtres portant ce nom peuvent relever d’une Nature différente.
188	bestiaire-v15-kishi	Kishi	2.4 Métamorphes			1	355	Tradition : Ambundu, Angola. Classification TUC : Métamorphe. Les récits décrivent un être mangeur d’hommes dont une apparence humaine dissimule une seconde face monstrueuse, souvent rapprochée d’une hyène. TUC retient ici un être vivant changeant de forme ou de présentation corporelle : sa prédation décrit son comportement, pas sa famille cosmologique.
189	bestiaire-v15-jorogumo	Jorōgumo	2.4 Métamorphes			1	365	Tradition : Japon, avec plusieurs lignées de récits. Classification TUC : Métamorphe. La Jorōgumo est une femme-araignée, ou une araignée capable de prendre apparence humaine, qui chasse par séduction, fils et pièges. Les récits où la présence est avant tout liée à une cascade, un gouffre ou un sanctuaire peuvent correspondre à une Fée — Esprit de lieu distincte.
190	bestiaire-v15-rokurokubi-nukekubi	Rokurokubi / Nukekubi	2.4 Métamorphes			1	327	Tradition : Japon. Classification TUC : Métamorphe. Les récits regroupés sous le nom Rokurokubi comprennent au moins deux images : le cou qui s’allonge à des distances impossibles et la tête qui se détache entièrement, souvent appelée Nukekubi. Certaines histoires sont terrifiantes, d’autres presque comiques ou involontaires.
191	bestiaire-v15-soucouyant	Soucouyant	2.4 Métamorphes			1	372	Traditions caribéennes, notamment Trinidad, Dominique, Sainte-Lucie et Guyana. Classification TUC : Métamorphe. De jour, la Soucouyant peut paraître humaine ; la nuit, elle abandonne sa peau et voyage comme une boule de feu pour se nourrir. Le motif du corps ou de la peau laissée derrière crée une chasse en deux temps proche du Manananggal mais culturellement distincte.
192	bestiaire-v15-adze	Adze	2.4 Métamorphes			1	374	Tradition : Ewe, notamment Ghana et Togo. Classification TUC : Métamorphe. L’Adze est une force vampirique pouvant voyager sous forme de petite lumière, d’insecte ou de luciole, entrer dans les maisons et se nourrir de sang ou de vitalité. Certains récits la relient à la sorcellerie ou à un hôte humain ; ce lien peut exister sans transformer l’Adze en Familier par nature.
193	bestiaire-v15-manananggal	Manananggal	2.5 Prédateurs monstrueux			1	382	Tradition : Philippines. Classification TUC : Prédateur monstrueux. Le Manananggal est une créature corporelle dont le torse supérieur se sépare du reste du corps pour chasser, souvent de nuit. Dans TUC, cette séparation est une biologie de Vérité spécifique, pas le signe d’une appartenance générale aux Métamorphes : son corps abandonné devient au contraire sa faiblesse centrale.
194	bestiaire-v15-krasue	Krasue	2.5 Prédateurs monstrueux			1	365	Traditions de Thaïlande et d’Asie du Sud-Est continentale. Classification TUC : Prédateur monstrueux. La Krasue est surtout reconnaissable à une tête féminine flottante sous laquelle pendent les viscères. Les récits et images modernes sont nombreux mais les détails varient fortement ; TUC conserve donc le motif central sans lui inventer une faiblesse universelle.
195	bestiaire-v15-penanggalan	Penanggalan	2.5 Prédateurs monstrueux			1	388	Traditions : péninsule Malaise et régions voisines. Classification TUC : Prédateur monstrueux. La Penanggalan chasse sous la forme d’une tête volante entraînant ses viscères, tandis que le reste du corps demeure caché. Sa monstruosité est ici une physiologie de Vérité spécialisée ; les récits de sorcières ou de transformations imposées peuvent correspondre à des cas d’une autre Nature.
196	bestiaire-v15-mapinguari	Mapinguari	2.5 Prédateurs monstrueux			1	433	Traditions amazoniennes et folklore brésilien, avec de nombreuses descriptions contradictoires. Classification TUC : Prédateur monstrueux. On lui prête taille énorme, fourrure ou cuir épais, odeur insupportable, œil unique et parfois une bouche ventrale. TUC en fait une créature corporelle rare, lente mais presque impossible à arrêter frontalement ; sa famille est celle des Prédateurs monstrueux, pas la Faune de Vérité ordinaire.
197	bestiaire-v15-bunyip	Bunyip	2.5 Prédateurs monstrueux			1	432	Traditions aborigènes australiennes et folklore colonial, avec de nombreuses formes et noms locaux. Classification TUC : Prédateur monstrueux. Le Bunyip est ici une créature corporelle aquatique vivant dans billabongs, marais et trous d’eau. Certaines traditions tutélaires ou liées à la protection d’un lieu peuvent correspondre à une Fée — Esprit de lieu distincte : le même nom humain peut recouvrir plusieurs réalités de Vérité.
198	bestiaire-v15-chupacabra	Chupacabra	2.5 Prédateurs monstrueux			1	380	Légende moderne : Porto Rico, puis Amériques. Classification TUC : Prédateur monstrueux. Les récits de Chupacabra explosent dans les années 1990 autour d’animaux d’élevage retrouvés morts et supposément vidés de leur sang. TUC retient ici une petite créature corporelle nocturne de Vérité, spécialisée dans la prédation et assez inhabituelle pour avoir alimenté la rumeur moderne.
199	bestiaire-v15-manticore	Manticore	2.5 Prédateurs monstrueux			1	465	Origine : traditions persanes transmises par les auteurs grecs puis les bestiaires européens. Classification TUC : Prédateur monstrueux. La Manticore est un « mangeur d’hommes » au corps de lion, visage humain et queue armée de dards ou d’un aiguillon selon les versions. TUC en fait une créature corporelle de chasse, intelligente mais non humanoïde, dont l’anatomie chimérique la place parmi les Prédateurs monstrueux plutôt que dans la Faune de Vérité ordinaire.
200	bestiaire-v15-toyol-tuyul	Toyol / Tuyul	2.6 Familiers et serviteurs occultes			1	371	Traditions malaises et indonésiennes. Classification TUC : Familier / Serviteur occulte. Le Toyol est un petit esprit acquis, invoqué ou entretenu pour voler, saboter et enrichir son propriétaire. Les récits insistent sur son comportement enfantin, sa dépendance à un maître et l’impossibilité morale de considérer son service comme une simple ressource magique gratuite.
201	bestiaire-v15-tokoloshe	Tokoloshe	2.6 Familiers et serviteurs occultes			1	386	Traditions d’Afrique australe, notamment zouloues et xhosas, avec de fortes variations. Classification TUC : Familier / Serviteur occulte. Le Tokoloshe peut être décrit comme une petite créature, un esprit envoyé contre quelqu’un ou une présence nocturne responsable de peur, maladie et agression. Les récits modernes sur les lits surélevés ne sont pas retenus comme vérité universelle.
202	bestiaire-v15-impundulu-oiseau-foudre	Impundulu / Oiseau-foudre	2.6 Familiers et serviteurs occultes			1	325	Traditions zouloues, xhosas et voisines d’Afrique australe. Classification TUC : Familier / Serviteur occulte. L’Impundulu est un grand oiseau noir et blanc associé à la foudre, au sang et à la sorcellerie ; certains récits en font un familier transmis dans une lignée. Il peut aussi prendre forme humaine selon les versions.
203	bestiaire-v15-inugami	Inugami	2.6 Familiers et serviteurs occultes			1	360	Tradition : Japon occidental, particulièrement Shikoku, Chūgoku et Kyūshū. Classification TUC : Familier / Serviteur occulte. L’Inugami est lié à des lignées familiales et à la possession, plus qu’à l’image d’un simple chien fantôme. Sa présence peut accompagner richesse, rancune, maladie et réputation sociale durable autour d’une famille dite « d’Inugami ».
204	bestiaire-v15-tsukumogami	Tsukumogami	2.7 Constructs et objets éveillés			1	378	Tradition : Japon. Classification TUC : Construct / Objet éveillé. Les Tsukumogami sont des outils, ustensiles et objets anciens devenus êtres surnaturels, souvent associés à l’idée d’objets abandonnés ou âgés d’un siècle. Le terme désigne une vaste famille : parapluie, instrument, théière ou masque ne jouent pas de la même manière, mais partagent une identité née de l’objet.
205	bestiaire-v15-mula-sem-cabeca	Mula-sem-cabeça	2.8 Malédictions			1	377	Tradition : Brésil et variantes latino-américaines. Classification TUC : Malédiction. La Mula-sem-cabeça est moins une espèce qu’une personne condamnée à devenir une mule monstrueuse parcourant la nuit, souvent associée à des récits moraux coloniaux. TUC conserve la malédiction et le frein de fer sans imposer la culpabilité religieuse de la victime comme vérité cosmologique.
206	bestiaire-v15-la-patasola	La Patasola	2.8 Malédictions			1	340	Tradition : Colombie. Classification TUC : Malédiction. La Patasola est une personne humaine transformée en prédatrice à une jambe, capable de prendre une apparence séduisante pour isoler chasseurs, bûcherons ou voyageurs. Les récits où la Patasola est avant tout une gardienne autonome de la forêt peuvent correspondre à une Fée distincte.
207	bestiaire-v15-basilic	Basilic	2.9 Faune de Vérité			1	344	Traditions antiques et bestiaires médiévaux européens. Classification TUC : Faune de Vérité. Le Basilic, « roi des serpents », est réputé tuer par regard, souffle ou venin selon les textes. TUC transforme cette létalité absolue en attaque occulte extrêmement dangereuse, afin que la légende reste jouable sans devenir un jet de mort arbitraire.
208	bestiaire-v15-cocatrix	Cocatrix	2.9 Faune de Vérité			1	359	Bestiaires médiévaux européens. Classification TUC : Faune de Vérité. Le Cocatrix se confond souvent avec le Basilic dans les textes, notamment autour de l’œuf de coq couvé par un crapaud ou un serpent. TUC les distingue mécaniquement : le Cocatrix est plus mobile, moins robuste et transforme progressivement la chair plutôt que de régner par un seul regard.
209	bestiaire-v15-ver-galactique-juvenile	Ver galactique juvénile	2.9 Faune de Vérité			1	327	Les vers galactiques géants sont des organismes xéno capables d’atteindre des dimensions considérables. Un juvénile arrivé avec un fragment d’astéroïde ou une cargaison contaminée n’a pas encore l’échelle d’un organisme spatial adulte, mais constitue déjà une masse minéralisée capable de traverser béton léger et roche tendre.
210	bestiaire-v15-traqueur-de-soute	Traqueur de soute	2.9 Faune de Vérité			1	256	Petit prédateur xéno opportuniste, le Traqueur de soute voyage souvent à l’insu des équipages dans les cargos, docks et marchés clandestins. Il chasse en groupe, utilise les conduits et préfère attaquer une cible isolée plutôt que tenir un échange frontal.
211	bestiaire-v15-fouisseur-siliceux	Fouisseur siliceux	2.9 Faune de Vérité			1	286	Le Fouisseur siliceux est un animal de sols secs dont la carapace incorpore les minéraux absorbés. Ses œufs peuvent survivre au transport dans des agrégats de chantier ou des cargaisons extraterrestres, ce qui explique l’apparition de foyers très localisés loin de son milieu d’origine.
212	bestiaire-v15-planeur-de-brume	Planeur de brume	2.9 Faune de Vérité			1	252	Prédateur aérien léger, le Planeur de brume peut être importé involontairement avec certaines biosphères artificielles. Ses membranes presque translucides diffusent la lumière et le rendent difficile à suivre dans brouillard, vapeur ou pollution dense.
213	bestiaire-v15-tique-de-coque	Tique de coque	2.9 Faune de Vérité			1	221	La Tique de coque est un parasite colonial qui adhère aux coques, conduites et batteries. Une infestation n’attaque pas d’abord les personnes : elle draine chaleur et énergie, puis se défend lorsqu’on tente de l’arracher.
214	bestiaire-v15-leviathan-de-bassin	Léviathan de bassin	2.9 Faune de Vérité			1	240	Grand prédateur aquatique élevé ou importé pour des bassins de recherche, aquacultures extrales ou collections privées, le Léviathan de bassin devient une menace locale dès qu’il atteint un réseau d’eau, un port ou une retenue artificielle.
215	bestiaire-v15-wendigo	Wendigo	2.10 Fléaux, Ruptures et Abominations	Vhodhal — la Famine Blanche		1	416	Le Wendigo est une Rupture avancée de Vhodhal chez l’Humain et de nombreuses Natures proches. La faim n’est plus un besoin mais une fonction centrale : chair, matière et énergie deviennent des prises possibles. À mesure que la Corruption progresse, le corps s’alourdit et se densifie jusqu’à produire une créature moins vive qu’une Bête Faramine, mais beaucoup plus difficile à arrêter lorsqu’elle a choisi sa proie.
216	bestiaire-v15-bete-faramine	Bête Faramine	2.10 Fléaux, Ruptures et Abominations	Vhodhal — la Famine Blanche		1	362	La Bête Faramine est la Rupture typique d’un Garou livré à la Famine Blanche. Elle conserve la puissance, les sens et l’instinct de chasse hérités de Khinae, mais la logique de Meute est dévorée par un besoin de consommation. Elle n’est plus reconnue comme membre ordinaire des structures garoues et constitue une menace majeure même pour des Chasseurs préparés.
217	bestiaire-v15-sang-d-ivoire	Sang d’Ivoire	2.10 Fléaux, Ruptures et Abominations	Vhodhal — la Famine Blanche		1	374	Le Sang d’Ivoire est une Rupture vampirique liée à Vhodhal, à ne pas confondre avec un Sang noir ordinaire. Le Vampire reste potentiellement conscient et calculateur, mais sa prédation est réécrite par une faim destructrice capable de s’étendre au-delà du sang. Certains deviennent ainsi des Abominations sociales capables de préparer leur repas plutôt que de charger à vue.
218	bestiaire-v15-noctiel	Noctiel	2.10 Fléaux, Ruptures et Abominations	Vhodhal — la Famine Blanche		1	401	Le Noctiel est la Rupture d’un Angelus dont la Transcendance a été envahie par Vhodhal. La lumière, l’énergie et les fonctions célestes ne sont plus seulement des outils : elles deviennent des choses que la créature peut vider, absorber ou retourner contre ce qui les produit. Son apparence peut conserver quelque chose d’angélique tout en donnant l’impression que chaque éclat autour de lui s’éteint.
219	bestiaire-v15-cyclope-egam	Cyclope / Egam	2.10 Fléaux, Ruptures et Abominations	Vhodhal — la Famine Blanche		1	377	Les dossiers emploient Cyclope ou Egam pour certaines Ruptures de Dive et de porteurs de Mageius. La Famine ne se contente plus de ronger le corps : elle décompose la relation au Mageius et transforme la perception magique en organe de prédation. L’Egam cherche d’abord les structures actives de Vérité, les sorts et les pouvoirs qu’il peut comprendre assez pour les consommer.
220	bestiaire-v15-assimile-aagorien	Assimilé aagorien	2.10 Fléaux, Ruptures et Abominations	V’Aagor — la Sombre-Vérité		1	321	L’Assimilé aagorien est la Rupture générique de Sombre-Vérité : une personne dont le corps et l’ombre ne forment plus une frontière nette avec ce qu’elle s’approprie. Certaines restent capables de parler et de planifier ; d’autres deviennent des Fragments mineurs presque entièrement absorbés par leur logique d’annexion.
221	bestiaire-v15-abomination-du-pere	Abomination du Père	2.10 Fléaux, Ruptures et Abominations	V’Aagor — la Sombre-Vérité		1	331	Les membres de la Confrérie de la Faux peuvent finir en Abominations corporelles liées au « Père ». La chair reste un véhicule individuel, mais une seconde volonté y prête réflexes, contrôle et capacité à frapper depuis les ombres. Une vraie purification du Lien du Père peut donc être aussi importante que la destruction du corps.
